,game_identifier,image_path,centre_tile,context_string,features
23296,smb,../data/context_data/smb/-/oo----SS-.png,-,oo----SS-,"['passable', 'empty']"
5333,lode_runner,../data/context_data/lode_runner/@/@@b@@@@Gb.png,@,@@b@@@@Gb,"['passable', 'empty']"
8186,lode_runner,../data/context_data/lode_runner/B/-G@bBBb@@.png,B,-G@bBBb@@,['solid']
14225,lode_runner,../data/context_data/lode_runner/b/#@@bbb@b@.png,b,#@@bbb@b@,"['solid', 'breakable']"
24988,loz,../data/context_data/loz/F/BBBFFFBFB.png,F,BBBFFFBFB,['solid']
11226,lode_runner,../data/context_data/lode_runner/#/@@--#@@@@.png,#,@@--#@@@@,"['passable', 'climbable']"
10462,lode_runner,../data/context_data/lode_runner/#/b#@@#@b#@.png,#,b#@@#@b#@,"['passable', 'climbable']"
8355,lode_runner,../data/context_data/lode_runner/B/@#@BB#@@#.png,B,@#@BB#@@#,['solid']
21212,megaman,../data/context_data/megaman/#/---###@@@.png,#,---###@@@,['solid']
7607,lode_runner,../data/context_data/lode_runner/-/@@B---@@@.png,-,@@B---@@@,"['passable', 'climbable']"
20125,megaman,../data/context_data/megaman/l/----ll-##.png,l,----ll-##,"['passable', 'collectable']"
13282,lode_runner,../data/context_data/lode_runner/b/#b@#b@#@-.png,b,#b@#b@#@-,"['solid', 'breakable']"
1071,lode_runner,../data/context_data/lode_runner/@/@-#-@#G@#.png,@,@-#-@#G@#,"['passable', 'empty']"
21053,megaman,../data/context_data/megaman/+/#--#+-###.png,+,#--#+-###,"['passable', 'collectable']"
20070,megaman,../data/context_data/megaman/#/   ## ## .png,#,   ## ## ,['solid']
19478,megaman,../data/context_data/megaman/B/---#BB#BB.png,B,---#BB#BB,"['solid', 'breakable']"
10551,lode_runner,../data/context_data/lode_runner/#/B#b@#b#BB.png,#,B#b@#b#BB,"['passable', 'climbable']"
14609,lode_runner,../data/context_data/lode_runner/b/@#bBbB@@B.png,b,@#bBbB@@B,"['solid', 'breakable']"
19603,megaman,../data/context_data/megaman/#/-|-##----.png,#,-|-##----,['solid']
5468,lode_runner,../data/context_data/lode_runner/@/##@@@@##@.png,@,##@@@@##@,"['passable', 'empty']"
19344,megaman,../data/context_data/megaman/H/###HHHHHH.png,H,###HHHHHH,"['solid', 'hazard']"
16602,lode_runner,../data/context_data/lode_runner/b/#bb#bBbbb.png,b,#bb#bBbbb,"['solid', 'breakable']"
12127,lode_runner,../data/context_data/lode_runner/#/##b##bEE#.png,#,##b##bEE#,"['passable', 'climbable']"
24762,loz,../data/context_data/loz/F/WWWFFWIFW.png,F,WWWFFWIFW,['solid']
4022,lode_runner,../data/context_data/lode_runner/@/@bb@@@@@b.png,@,@bb@@@@@b,"['passable', 'empty']"
6732,lode_runner,../data/context_data/lode_runner/-/E#----bbb.png,-,E#----bbb,"['passable', 'climbable']"
5884,lode_runner,../data/context_data/lode_runner/@/-@@G@@-@-.png,@,-@@G@@-@-,"['passable', 'empty']"
22629,smb,../data/context_data/smb/X/E--XX----.png,X,E--XX----,['solid']
25148,loz,../data/context_data/loz/W/FWWPWWFWW.png,W,FWWPWWFWW,"['solid', 'wall']"
22824,smb,../data/context_data/smb/E/----EEXXX.png,E,----EEXXX,"['hazard', 'moving']"
4642,lode_runner,../data/context_data/lode_runner/@/BBBG@Gbbb.png,@,BBBG@Gbbb,"['passable', 'empty']"
22399,smb,../data/context_data/smb/-/---o--XX-.png,-,---o--XX-,"['passable', 'empty']"
13010,lode_runner,../data/context_data/lode_runner/b/@bb@bb@b@.png,b,@bb@bb@b@,"['solid', 'breakable']"
16886,lode_runner,../data/context_data/lode_runner/b/@@@@bb   .png,b,@@@@bb   ,"['solid', 'breakable']"
8,lode_runner,../data/context_data/lode_runner/G/@@@@GBbbB.png,G,@@@@GBbbB,"['passable', 'collectable']"
4336,lode_runner,../data/context_data/lode_runner/@/Bb@B@@b@@.png,@,Bb@B@@b@@,"['passable', 'empty']"
7141,lode_runner,../data/context_data/lode_runner/-/bb#---@@@.png,-,bb#---@@@,"['passable', 'climbable']"
12076,lode_runner,../data/context_data/lode_runner/#/G########.png,#,G########,"['passable', 'climbable']"
735,lode_runner,../data/context_data/lode_runner/G/@@bGGGbbb.png,G,@@bGGGbbb,"['passable', 'collectable']"
20475,megaman,../data/context_data/megaman/-/|--------.png,-,|--------,"['passable', 'empty']"
11082,lode_runner,../data/context_data/lode_runner/#/@##@#b@#b.png,#,@##@#b@#b,"['passable', 'climbable']"
8154,lode_runner,../data/context_data/lode_runner/B/BB#BBB@@@.png,B,BB#BBB@@@,['solid']
24196,loz,../data/context_data/loz/I/WWDIIIIII.png,I,WWDIIIIII,"['element', 'block']"
1478,lode_runner,../data/context_data/lode_runner/@/@@@@@@bbB.png,@,@@@@@@bbB,"['passable', 'empty']"
1210,lode_runner,../data/context_data/lode_runner/@/@@@@@--#@.png,@,@@@@@--#@,"['passable', 'empty']"
11918,lode_runner,../data/context_data/lode_runner/#/b#@b#@G#G.png,#,b#@b#@G#G,"['passable', 'climbable']"
14104,lode_runner,../data/context_data/lode_runner/b/@@@bbbbb@.png,b,@@@bbbbb@,"['solid', 'breakable']"
431,lode_runner,../data/context_data/lode_runner/G/@@b#G@##@.png,G,@@b#G@##@,"['passable', 'collectable']"
13519,lode_runner,../data/context_data/lode_runner/b/ bb bb Bb.png,b, bb bb Bb,"['solid', 'breakable']"
15252,lode_runner,../data/context_data/lode_runner/b/#@E-b#@@#.png,b,#@E-b#@@#,"['solid', 'breakable']"
7538,lode_runner,../data/context_data/lode_runner/-/bbbE-@#@b.png,-,bbbE-@#@b,"['passable', 'climbable']"
13484,lode_runner,../data/context_data/lode_runner/b/#@@bb#bbb.png,b,#@@bb#bbb,"['solid', 'breakable']"
24794,loz,../data/context_data/loz/F/BMFBFMBFF.png,F,BMFBFMBFF,['solid']
18651,megaman,../data/context_data/megaman/@/@@-@@H@@#.png,@,@@-@@H@@#,['empty']
18593,megaman,../data/context_data/megaman/M/---MM----.png,M,---MM----,"['solid', 'moving']"
1537,lode_runner,../data/context_data/lode_runner/@/###@@G@bb.png,@,###@@G@bb,"['passable', 'empty']"
673,lode_runner,../data/context_data/lode_runner/G/@##@G#@@G.png,G,@##@G#@@G,"['passable', 'collectable']"
3971,lode_runner,../data/context_data/lode_runner/@/---@@G--@.png,@,---@@G--@,"['passable', 'empty']"
8582,lode_runner,../data/context_data/lode_runner/B/@b#@B#@Bb.png,B,@b#@B#@Bb,['solid']
296,lode_runner,../data/context_data/lode_runner/G/G##@G#bbb.png,G,G##@G#bbb,"['passable', 'collectable']"
12908,lode_runner,../data/context_data/lode_runner/b/ b@ bb GE.png,b, b@ bb GE,"['solid', 'breakable']"
5478,lode_runner,../data/context_data/lode_runner/@/BB#@@#bBb.png,@,BB#@@#bBb,"['passable', 'empty']"
16351,lode_runner,../data/context_data/lode_runner/b/bbbBbbB@@.png,b,bbbBbbB@@,"['solid', 'breakable']"
20843,megaman,../data/context_data/megaman/-/#-##-##H#.png,-,#-##-##H#,"['passable', 'empty']"
10223,lode_runner,../data/context_data/lode_runner/#/-#-@#Ebbb.png,#,-#-@#Ebbb,"['passable', 'climbable']"
16742,lode_runner,../data/context_data/lode_runner/b/@b#@b##bb.png,b,@b#@b##bb,"['solid', 'breakable']"
14323,lode_runner,../data/context_data/lode_runner/b/#@Ebbb   .png,b,#@Ebbb   ,"['solid', 'breakable']"
21429,megaman,../data/context_data/megaman/#/|#-|#-|##.png,#,|#-|#-|##,['solid']
6011,lode_runner,../data/context_data/lode_runner/@/#--#@B#@b.png,@,#--#@B#@b,"['passable', 'empty']"
18403,kid_icarus,../data/context_data/kid_icarus/#/-D####---.png,#,-D####---,['solid']
24524,loz,../data/context_data/loz/F/FFBFFBWWW.png,F,FFBFFBWWW,['solid']
3800,lode_runner,../data/context_data/lode_runner/@/G@@#@@##E.png,@,G@@#@@##E,"['passable', 'empty']"
15647,lode_runner,../data/context_data/lode_runner/b/@@bbb@@@@.png,b,@@bbb@@@@,"['solid', 'breakable']"
18902,megaman,../data/context_data/megaman/-/###---www.png,-,###---www,"['passable', 'empty']"
14406,lode_runner,../data/context_data/lode_runner/b/bbbbbbbBb.png,b,bbbbbbbBb,"['solid', 'breakable']"
7834,lode_runner,../data/context_data/lode_runner/B/BB@bBbbbb.png,B,BB@bBbbbb,['solid']
24940,loz,../data/context_data/loz/F/WWWFFFPPP.png,F,WWWFFFPPP,['solid']
3747,lode_runner,../data/context_data/lode_runner/@/##@#@@@@@.png,@,##@#@@@@@,"['passable', 'empty']"
4115,lode_runner,../data/context_data/lode_runner/@/b@Bb@bb@b.png,@,b@Bb@bb@b,"['passable', 'empty']"
17402,lode_runner,../data/context_data/lode_runner/b/@@@bb####.png,b,@@@bb####,"['solid', 'breakable']"
20486,megaman,../data/context_data/megaman/-/-#----@@@.png,-,-#----@@@,"['passable', 'empty']"
12149,lode_runner,../data/context_data/lode_runner/#/   @#-@#@.png,#,   @#-@#@,"['passable', 'climbable']"
19217,megaman,../data/context_data/megaman/-/--|--|M-#.png,-,--|--|M-#,"['passable', 'empty']"
12852,lode_runner,../data/context_data/lode_runner/b/ Gb bb bB.png,b, Gb bb bB,"['solid', 'breakable']"
1022,lode_runner,../data/context_data/lode_runner/M/@@@@M@bBb.png,M,@@@@M@bBb,"['solid', 'hazard']"
17140,lode_runner,../data/context_data/lode_runner/b/@b#@b#@@b.png,b,@b#@b#@@b,"['solid', 'breakable']"
19740,megaman,../data/context_data/megaman/#/#--###@@@.png,#,#--###@@@,['solid']
11321,lode_runner,../data/context_data/lode_runner/#/B@-B#@B#@.png,#,B@-B#@B#@,"['passable', 'climbable']"
1611,lode_runner,../data/context_data/lode_runner/@/@bb@@b@bb.png,@,@bb@@b@bb,"['passable', 'empty']"
11609,lode_runner,../data/context_data/lode_runner/#/@# G# b# .png,#,@# G# b# ,"['passable', 'climbable']"
9050,lode_runner,../data/context_data/lode_runner/B/@b@@B@bb@.png,B,@b@@B@bb@,['solid']
22256,smb,../data/context_data/smb/-/b-----XXX.png,-,b-----XXX,"['passable', 'empty']"
2264,lode_runner,../data/context_data/lode_runner/@/bb@G@@BB#.png,@,bb@G@@BB#,"['passable', 'empty']"
2631,lode_runner,../data/context_data/lode_runner/@/#@@#@@#@b.png,@,#@@#@@#@b,"['passable', 'empty']"
4211,lode_runner,../data/context_data/lode_runner/@/G@#@@#@-#.png,@,G@#@@#@-#,"['passable', 'empty']"
1906,lode_runner,../data/context_data/lode_runner/@/bbB@@@B@@.png,@,bbB@@@B@@,"['passable', 'empty']"
9422,lode_runner,../data/context_data/lode_runner/B/bb#BBbbbb.png,B,bb#BBbbbb,['solid']
21700,megaman,../data/context_data/megaman/C/-|--CC-CC.png,C,-|--CC-CC,"['solid', 'hazard']"
17006,lode_runner,../data/context_data/lode_runner/b/GbbbbGbbb.png,b,GbbbbGbbb,"['solid', 'breakable']"
8963,lode_runner,../data/context_data/lode_runner/B/@G@bBb---.png,B,@G@bBb---,['solid']
23020,smb,../data/context_data/smb/-/XX-------.png,-,XX-------,"['passable', 'empty']"
1698,lode_runner,../data/context_data/lode_runner/@/#bb#@G   .png,@,#bb#@G   ,"['passable', 'empty']"
23294,smb,../data/context_data/smb/-/--E--XXXX.png,-,--E--XXXX,"['passable', 'empty']"
15572,lode_runner,../data/context_data/lode_runner/b/@MGBbB@EG.png,b,@MGBbB@EG,"['solid', 'breakable']"
20677,megaman,../data/context_data/megaman/-/#HH------.png,-,#HH------,"['passable', 'empty']"
16698,lode_runner,../data/context_data/lode_runner/b/@b@@b@BBb.png,b,@b@@b@BBb,"['solid', 'breakable']"
18318,kid_icarus,../data/context_data/kid_icarus/#/#--####MM.png,#,#--####MM,['solid']
1806,lode_runner,../data/context_data/lode_runner/@/@@@-@-@#-.png,@,@@@-@-@#-,"['passable', 'empty']"
20622,megaman,../data/context_data/megaman/-/-----#HH-.png,-,-----#HH-,"['passable', 'empty']"
18960,megaman,../data/context_data/megaman/-/---w--###.png,-,---w--###,"['passable', 'empty']"
14130,lode_runner,../data/context_data/lode_runner/b/    bb b@.png,b,    bb b@,"['solid', 'breakable']"
16187,lode_runner,../data/context_data/lode_runner/b/@@#@b#Gb#.png,b,@@#@b#Gb#,"['solid', 'breakable']"
8228,lode_runner,../data/context_data/lode_runner/B/@@#BB#BBB.png,B,@@#BB#BBB,['solid']
3172,lode_runner,../data/context_data/lode_runner/@/@@@@@-bG@.png,@,@@@@@-bG@,"['passable', 'empty']"
2391,lode_runner,../data/context_data/lode_runner/@/G@b@@@@@@.png,@,G@b@@@@@@,"['passable', 'empty']"
21810,smb,../data/context_data/smb/[/-[]X[]X[].png,[,-[]X[]X[],"['solid', 'pipe']"
904,lode_runner,../data/context_data/lode_runner/G/@@G@GG@G@.png,G,@@G@GG@G@,"['passable', 'collectable']"
1725,lode_runner,../data/context_data/lode_runner/@/bbb@@bG@@.png,@,bbb@@bG@@,"['passable', 'empty']"
14709,lode_runner,../data/context_data/lode_runner/b/bbb@b-@b@.png,b,bbb@b-@b@,"['solid', 'breakable']"
8740,lode_runner,../data/context_data/lode_runner/B/   BBbbbB.png,B,   BBbbbB,['solid']
14861,lode_runner,../data/context_data/lode_runner/b/-b@@bG@b-.png,b,-b@@bG@b-,"['solid', 'breakable']"
20397,megaman,../data/context_data/megaman/-/--|--||##.png,-,--|--||##,"['passable', 'empty']"
3459,lode_runner,../data/context_data/lode_runner/@/---@@#G@#.png,@,---@@#G@#,"['passable', 'empty']"
6851,lode_runner,../data/context_data/lode_runner/-/@@@b--@bG.png,-,@@@b--@bG,"['passable', 'climbable']"
4381,lode_runner,../data/context_data/lode_runner/@/@@@@@@G@G.png,@,@@@@@@G@G,"['passable', 'empty']"
20895,megaman,../data/context_data/megaman/H/###HHH---.png,H,###HHH---,"['solid', 'hazard']"
13399,lode_runner,../data/context_data/lode_runner/b/#G@BbB@@@.png,b,#G@BbB@@@,"['solid', 'breakable']"
7737,lode_runner,../data/context_data/lode_runner/-/BBB--B@@B.png,-,BBB--B@@B,"['passable', 'climbable']"
18124,kid_icarus,../data/context_data/kid_icarus/H/----H#MMM.png,H,----H#MMM,"['solid', 'hazard']"
11435,lode_runner,../data/context_data/lode_runner/#/@@@@#b#b@.png,#,@@@@#b#b@,"['passable', 'climbable']"
635,lode_runner,../data/context_data/lode_runner/G/ B@ G@ Bb.png,G, B@ G@ Bb,"['passable', 'collectable']"
17516,lode_runner,../data/context_data/lode_runner/b/-@@bbbb@G.png,b,-@@bbbb@G,"['solid', 'breakable']"
13580,lode_runner,../data/context_data/lode_runner/b/EEbbbbbbb.png,b,EEbbbbbbb,"['solid', 'breakable']"
16405,lode_runner,../data/context_data/lode_runner/b/G@BbbG   .png,b,G@BbbG   ,"['solid', 'breakable']"
20233,megaman,../data/context_data/megaman/@/   @@#@@#.png,@,   @@#@@#,['empty']
23834,loz,../data/context_data/loz/P/WWWWPPWPP.png,P,WWWWPPWPP,"['element', 'block']"
20767,megaman,../data/context_data/megaman/-/--|--|M-#.png,-,--|--|M-#,"['passable', 'empty']"
24768,loz,../data/context_data/loz/F/FMWFFWFFW.png,F,FMWFFWFFW,['solid']
21898,smb,../data/context_data/smb/E/----E--SS.png,E,----E--SS,"['hazard', 'moving']"
3075,lode_runner,../data/context_data/lode_runner/@/G@@@@@b@@.png,@,G@@@@@b@@,"['passable', 'empty']"
3500,lode_runner,../data/context_data/lode_runner/@/#@B#@@#EB.png,@,#@B#@@#EB,"['passable', 'empty']"
15790,lode_runner,../data/context_data/lode_runner/b/@bGGbbbb@.png,b,@bGGbbbb@,"['solid', 'breakable']"
17731,kid_icarus,../data/context_data/kid_icarus/-/------HHH.png,-,------HHH,"['passable', 'empty']"
11112,lode_runner,../data/context_data/lode_runner/#/@#B@#-@#b.png,#,@#B@#-@#b,"['passable', 'climbable']"
3340,lode_runner,../data/context_data/lode_runner/@/##@@@@@@@.png,@,##@@@@@@@,"['passable', 'empty']"
22903,smb,../data/context_data/smb/-/------SSQ.png,-,------SSQ,"['passable', 'empty']"
16033,lode_runner,../data/context_data/lode_runner/b/#@@bb@@#@.png,b,#@@bb@@#@,"['solid', 'breakable']"
20800,megaman,../data/context_data/megaman/-/ -- -- ##.png,-, -- -- ##,"['passable', 'empty']"
19093,megaman,../data/context_data/megaman/-/--#|-#|-#.png,-,--#|-#|-#,"['passable', 'empty']"
13604,lode_runner,../data/context_data/lode_runner/b/G@@#b-#bG.png,b,G@@#b-#bG,"['solid', 'breakable']"
9252,lode_runner,../data/context_data/lode_runner/B/b@GbBB@@@.png,B,b@GbBB@@@,['solid']
23980,loz,../data/context_data/loz/-/FFFF-----.png,-,FFFF-----,"['passable', 'empty']"
7173,lode_runner,../data/context_data/lode_runner/-/@@@---Gbb.png,-,@@@---Gbb,"['passable', 'climbable']"
21778,smb,../data/context_data/smb/o/-XX-oo---.png,o,-XX-oo---,"['passable', 'collectable']"
19328,megaman,../data/context_data/megaman/H/#HH#HH---.png,H,#HH#HH---,"['solid', 'hazard']"
7946,lode_runner,../data/context_data/lode_runner/B/#@GbBb@@@.png,B,#@GbBb@@@,['solid']
22151,smb,../data/context_data/smb/-/--[--[E-[.png,-,--[--[E-[,"['passable', 'empty']"
11690,lode_runner,../data/context_data/lode_runner/#/bbb##b@#b.png,#,bbb##b@#b,"['passable', 'climbable']"
23809,loz,../data/context_data/loz/P/FFFPPPFFF.png,P,FFFPPPFFF,"['element', 'block']"
16918,lode_runner,../data/context_data/lode_runner/b/@@G#bb#Bb.png,b,@@G#bb#Bb,"['solid', 'breakable']"
2779,lode_runner,../data/context_data/lode_runner/@/@@@@@G#BB.png,@,@@@@@G#BB,"['passable', 'empty']"
11048,lode_runner,../data/context_data/lode_runner/#/##@##-#@@.png,#,##@##-#@@,"['passable', 'climbable']"
20334,megaman,../data/context_data/megaman/-/--|--#HH-.png,-,--|--#HH-,"['passable', 'empty']"
24702,loz,../data/context_data/loz/F/PFFPFFPPP.png,F,PFFPFFPPP,['solid']
6458,lode_runner,../data/context_data/lode_runner/@/---@@bBBB.png,@,---@@bBBB,"['passable', 'empty']"
20879,megaman,../data/context_data/megaman/H/HHHHHH-##.png,H,HHHHHH-##,"['solid', 'hazard']"
11660,lode_runner,../data/context_data/lode_runner/#/@#E@#b@#@.png,#,@#E@#b@#@,"['passable', 'climbable']"
14235,lode_runner,../data/context_data/lode_runner/b/@G@bbbG@@.png,b,@G@bbbG@@,"['solid', 'breakable']"
6747,lode_runner,../data/context_data/lode_runner/-/@@@---E@@.png,-,@@@---E@@,"['passable', 'climbable']"
12983,lode_runner,../data/context_data/lode_runner/b/@@@bbb-bb.png,b,@@@bbb-bb,"['solid', 'breakable']"
1577,lode_runner,../data/context_data/lode_runner/@/#--#@@@@b.png,@,#--#@@@@b,"['passable', 'empty']"
23567,smb,../data/context_data/smb/X/oooXXX---.png,X,oooXXX---,['solid']
18997,megaman,../data/context_data/megaman/-/---W--|--.png,-,---W--|--,"['passable', 'empty']"
25090,loz,../data/context_data/loz/W/FFFWWWWWW.png,W,FFFWWWWWW,"['solid', 'wall']"
21552,megaman,../data/context_data/megaman/#/----##--#.png,#,----##--#,['solid']
5620,lode_runner,../data/context_data/lode_runner/@/@@b@@b@Gb.png,@,@@b@@b@Gb,"['passable', 'empty']"
7693,lode_runner,../data/context_data/lode_runner/-/B@@B--B--.png,-,B@@B--B--,"['passable', 'climbable']"
5954,lode_runner,../data/context_data/lode_runner/@/BBBE@@BBB.png,@,BBBE@@BBB,"['passable', 'empty']"
5785,lode_runner,../data/context_data/lode_runner/@/@BB@@B@@@.png,@,@BB@@B@@@,"['passable', 'empty']"
16286,lode_runner,../data/context_data/lode_runner/b/ M@ b# G#.png,b, M@ b# G#,"['solid', 'breakable']"
7671,lode_runner,../data/context_data/lode_runner/-/@@#--#@@#.png,-,@@#--#@@#,"['passable', 'climbable']"
19043,megaman,../data/context_data/megaman/-/##|--|--|.png,-,##|--|--|,"['passable', 'empty']"
12879,lode_runner,../data/context_data/lode_runner/b/@@#bb@bb@.png,b,@@#bb@bb@,"['solid', 'breakable']"
16566,lode_runner,../data/context_data/lode_runner/b/@G@#bb#@@.png,b,@G@#bb#@@,"['solid', 'breakable']"
17473,lode_runner,../data/context_data/lode_runner/b/B@@Bbb@bB.png,b,B@@Bbb@bB,"['solid', 'breakable']"
24921,loz,../data/context_data/loz/F/WPPWFPWFP.png,F,WPPWFPWFP,['solid']
23814,loz,../data/context_data/loz/P/FFFPPPFFP.png,P,FFFPPPFFP,"['element', 'block']"
11923,lode_runner,../data/context_data/lode_runner/#/b#bG#GB#B.png,#,b#bG#GB#B,"['passable', 'climbable']"
10986,lode_runner,../data/context_data/lode_runner/#/b#@##b#@#.png,#,b#@##b#@#,"['passable', 'climbable']"
4702,lode_runner,../data/context_data/lode_runner/@/@@#@@#Bb#.png,@,@@#@@#Bb#,"['passable', 'empty']"
24014,loz,../data/context_data/loz/-/DDW------.png,-,DDW------,"['passable', 'empty']"
11840,lode_runner,../data/context_data/lode_runner/#/@#@@#b##@.png,#,@#@@#b##@,"['passable', 'climbable']"
16104,lode_runner,../data/context_data/lode_runner/b/@@-bb@bb@.png,b,@@-bb@bb@,"['solid', 'breakable']"
4426,lode_runner,../data/context_data/lode_runner/@/b@Bb@B   .png,@,b@Bb@B   ,"['passable', 'empty']"
22112,smb,../data/context_data/smb/-/---X-X---.png,-,---X-X---,"['passable', 'empty']"
21737,smb,../data/context_data/smb/[/>[]][]XXX.png,[,>[]][]XXX,"['solid', 'pipe']"
14154,lode_runner,../data/context_data/lode_runner/b/@B@#b@#B@.png,b,@B@#b@#B@,"['solid', 'breakable']"
22717,smb,../data/context_data/smb/S/---SSS---.png,S,---SSS---,"['solid', 'breakable']"
3916,lode_runner,../data/context_data/lode_runner/@/b@@@@Ebbb.png,@,b@@@@Ebbb,"['passable', 'empty']"
227,lode_runner,../data/context_data/lode_runner/G/#bb#Gb#bG.png,G,#bb#Gb#bG,"['passable', 'collectable']"
22090,smb,../data/context_data/smb/-/EE---X--X.png,-,EE---X--X,"['passable', 'empty']"
13979,lode_runner,../data/context_data/lode_runner/b/G@@bbBG@@.png,b,G@@bbBG@@,"['solid', 'breakable']"
22892,smb,../data/context_data/smb/-/--[--[-XX.png,-,--[--[-XX,"['passable', 'empty']"
9750,lode_runner,../data/context_data/lode_runner/#/B#b@#bB#b.png,#,B#b@#bB#b,"['passable', 'climbable']"
6844,lode_runner,../data/context_data/lode_runner/-/@@#--#--b.png,-,@@#--#--b,"['passable', 'climbable']"
7223,lode_runner,../data/context_data/lode_runner/-/@@@--@G@@.png,-,@@@--@G@@,"['passable', 'climbable']"
17235,lode_runner,../data/context_data/lode_runner/b/b@@@b@b@b.png,b,b@@@b@b@b,"['solid', 'breakable']"
15871,lode_runner,../data/context_data/lode_runner/b/#GG#bb#@@.png,b,#GG#bb#@@,"['solid', 'breakable']"
19997,megaman,../data/context_data/megaman/#/ ## ## HH.png,#, ## ## HH,['solid']
13651,lode_runner,../data/context_data/lode_runner/b/@@@bbb@B@.png,b,@@@bbb@B@,"['solid', 'breakable']"
12324,lode_runner,../data/context_data/lode_runner/#/@@#-#b@#b.png,#,@@#-#b@#b,"['passable', 'climbable']"
14735,lode_runner,../data/context_data/lode_runner/b/bbbbb@@@@.png,b,bbbbb@@@@,"['solid', 'breakable']"
3144,lode_runner,../data/context_data/lode_runner/@/--@G@@B@@.png,@,--@G@@B@@,"['passable', 'empty']"
3753,lode_runner,../data/context_data/lode_runner/@/@@@@@-GE@.png,@,@@@@@-GE@,"['passable', 'empty']"
2036,lode_runner,../data/context_data/lode_runner/@/Bb#@@#--#.png,@,Bb#@@#--#,"['passable', 'empty']"
8367,lode_runner,../data/context_data/lode_runner/B/BbBbBb@@@.png,B,BbBbBb@@@,['solid']
5816,lode_runner,../data/context_data/lode_runner/@/@@@@@E#BB.png,@,@@@@@E#BB,"['passable', 'empty']"
20497,megaman,../data/context_data/megaman/-/|--|--###.png,-,|--|--###,"['passable', 'empty']"
10663,lode_runner,../data/context_data/lode_runner/#/b#b##b#bb.png,#,b#b##b#bb,"['passable', 'climbable']"
19831,megaman,../data/context_data/megaman/#/--#|##|-#.png,#,--#|##|-#,['solid']
11905,lode_runner,../data/context_data/lode_runner/#/@#-b#@b@@.png,#,@#-b#@b@@,"['passable', 'climbable']"
14454,lode_runner,../data/context_data/lode_runner/b/#Gbbbbb#-.png,b,#Gbbbbb#-,"['solid', 'breakable']"
14630,lode_runner,../data/context_data/lode_runner/b/###bbbbbb.png,b,###bbbbbb,"['solid', 'breakable']"
7402,lode_runner,../data/context_data/lode_runner/-/@@@@--b@-.png,-,@@@@--b@-,"['passable', 'climbable']"
18479,kid_icarus,../data/context_data/kid_icarus/#/######   .png,#,######   ,['solid']
5299,lode_runner,../data/context_data/lode_runner/@/#@@b@B   .png,@,#@@b@B   ,"['passable', 'empty']"
615,lode_runner,../data/context_data/lode_runner/G/--@@G@bbb.png,G,--@@G@bbb,"['passable', 'collectable']"
23127,smb,../data/context_data/smb/-/-E-----X-.png,-,-E-----X-,"['passable', 'empty']"
20363,megaman,../data/context_data/megaman/-/#-##-##--.png,-,#-##-##--,"['passable', 'empty']"
2736,lode_runner,../data/context_data/lode_runner/@/bb@b@@@bG.png,@,bb@b@@@bG,"['passable', 'empty']"
13919,lode_runner,../data/context_data/lode_runner/b/@E@bbbbbb.png,b,@E@bbbbbb,"['solid', 'breakable']"
23799,loz,../data/context_data/loz/P/FPPFPPPPP.png,P,FPPFPPPPP,"['element', 'block']"
16015,lode_runner,../data/context_data/lode_runner/b/@@@@bb@@@.png,b,@@@@bb@@@,"['solid', 'breakable']"
18923,megaman,../data/context_data/megaman/-/#tt------.png,-,#tt------,"['passable', 'empty']"
1804,lode_runner,../data/context_data/lode_runner/@/#B##@#bbb.png,@,#B##@#bbb,"['passable', 'empty']"
6799,lode_runner,../data/context_data/lode_runner/-/b----#-#-.png,-,b----#-#-,"['passable', 'climbable']"
19412,megaman,../data/context_data/megaman/|/---C|-C|-.png,|,---C|-C|-,"['passable', 'climbable']"
8940,lode_runner,../data/context_data/lode_runner/B/@BBBBBbBb.png,B,@BBBBBbBb,['solid']
12584,lode_runner,../data/context_data/lode_runner/#/#######bb.png,#,#######bb,"['passable', 'climbable']"
18705,megaman,../data/context_data/megaman/-/------##H.png,-,------##H,"['passable', 'empty']"
3256,lode_runner,../data/context_data/lode_runner/@/b@Mb@@b@@.png,@,b@Mb@@b@@,"['passable', 'empty']"
7716,lode_runner,../data/context_data/lode_runner/-/@@G---@#@.png,-,@@G---@#@,"['passable', 'climbable']"
2424,lode_runner,../data/context_data/lode_runner/@/@@@@@E@Bb.png,@,@@@@@E@Bb,"['passable', 'empty']"
17322,lode_runner,../data/context_data/lode_runner/b/@# bb b@ .png,b,@# bb b@ ,"['solid', 'breakable']"
13678,lode_runner,../data/context_data/lode_runner/b/@GB@b@@BB.png,b,@GB@b@@BB,"['solid', 'breakable']"
1214,lode_runner,../data/context_data/lode_runner/@/@bb@@@#@@.png,@,@bb@@@#@@,"['passable', 'empty']"
4374,lode_runner,../data/context_data/lode_runner/@/@@-@@-@@@.png,@,@@-@@-@@@,"['passable', 'empty']"
2042,lode_runner,../data/context_data/lode_runner/@/#@##@##M#.png,@,#@##@##M#,"['passable', 'empty']"
10303,lode_runner,../data/context_data/lode_runner/#/#G####bbb.png,#,#G####bbb,"['passable', 'climbable']"
5087,lode_runner,../data/context_data/lode_runner/@/BBB@@B@@B.png,@,BBB@@B@@B,"['passable', 'empty']"
21328,megaman,../data/context_data/megaman/#/##|##|##|.png,#,##|##|##|,['solid']
18407,kid_icarus,../data/context_data/kid_icarus/#/--T##-##-.png,#,--T##-##-,['solid']
